row	family	params	carrier	laws_satisfied
1896	linear/Z_m	m=28 a=3 b=22	finite:28	5
1897	linear/Z_m	m=28 a=3 b=23	finite:28	13
1898	linear/Z_m	m=28 a=3 b=26	finite:28	48
1899	linear/Z_m	m=28 a=5 b=3	finite:28	29
1900	linear/Z_m	m=28 a=5 b=6	finite:28	5
1901	linear/Z_m	m=28 a=5 b=10	finite:28	20
1902	linear/Z_m	m=28 a=5 b=17	finite:28	33
1903	linear/Z_m	m=28 a=5 b=25	finite:28	8
1904	linear/Z_m	m=28 a=6 b=2	finite:28	5
1905	linear/Z_m	m=28 a=6 b=3	finite:28	13
1906	linear/Z_m	m=28 a=6 b=5	finite:28	5
1907	linear/Z_m	m=28 a=6 b=9	finite:28	20
1908	linear/Z_m	m=28 a=6 b=11	finite:28	12
1909	linear/Z_m	m=28 a=6 b=16	finite:28	12
1910	linear/Z_m	m=28 a=6 b=23	finite:28	45
1911	linear/Z_m	m=28 a=6 b=24	finite:28	9
1912	linear/Z_m	m=28 a=7 b=2	finite:28	30
1913	linear/Z_m	m=28 a=7 b=3	finite:28	21
1914	linear/Z_m	m=28 a=7 b=10	finite:28	13
1915	linear/Z_m	m=28 a=7 b=11	finite:28	29
1916	linear/Z_m	m=28 a=9 b=6	finite:28	20
1917	linear/Z_m	m=28 a=9 b=10	finite:28	3
1918	linear/Z_m	m=28 a=9 b=13	finite:28	26
1919	linear/Z_m	m=28 a=9 b=17	finite:28	7
1920	linear/Z_m	m=28 a=9 b=21	finite:28	11
1921	linear/Z_m	m=28 a=9 b=26	finite:28	3
1922	linear/Z_m	m=28 a=9 b=27	finite:28	46
1923	linear/Z_m	m=28 a=10 b=5	finite:28	20
1924	linear/Z_m	m=28 a=10 b=7	finite:28	13
1925	linear/Z_m	m=28 a=10 b=9	finite:28	3
1926	linear/Z_m	m=28 a=10 b=11	finite:28	5
1927	linear/Z_m	m=28 a=10 b=12	finite:28	15
1928	linear/Z_m	m=28 a=10 b=15	finite:28	8
1929	linear/Z_m	m=28 a=10 b=19	finite:28	46
1930	linear/Z_m	m=28 a=10 b=20	finite:28	7
1931	linear/Z_m	m=28 a=10 b=23	finite:28	6
1932	linear/Z_m	m=28 a=10 b=26	finite:28	6
1933	linear/Z_m	m=28 a=11 b=6	finite:28	12
1934	linear/Z_m	m=28 a=11 b=7	finite:28	29
1935	linear/Z_m	m=28 a=11 b=10	finite:28	5
1936	linear/Z_m	m=28 a=11 b=14	finite:28	83
1937	linear/Z_m	m=28 a=11 b=15	finite:28	3
1938	linear/Z_m	m=28 a=11 b=18	finite:28	42
1939	linear/Z_m	m=28 a=11 b=19	finite:28	14
1940	linear/Z_m	m=28 a=11 b=21	finite:28	17
1941	linear/Z_m	m=28 a=11 b=22	finite:28	6
1942	linear/Z_m	m=28 a=11 b=25	finite:28	20
1943	linear/Z_m	m=28 a=11 b=26	finite:28	7
1944	linear/Z_m	m=28 a=12 b=10	finite:28	15
1945	linear/Z_m	m=28 a=13 b=9	finite:28	26
1946	linear/Z_m	m=28 a=13 b=23	finite:28	22
1947	linear/Z_m	m=28 a=14 b=3	finite:28	46
1948	linear/Z_m	m=28 a=14 b=11	finite:28	83
1949	linear/Z_m	m=28 a=15 b=2	finite:28	5
1950	linear/Z_m	m=28 a=15 b=3	finite:28	6
1951	linear/Z_m	m=28 a=15 b=10	finite:28	8
1952	linear/Z_m	m=28 a=15 b=11	finite:28	3
1953	linear/Z_m	m=28 a=15 b=18	finite:28	7
1954	linear/Z_m	m=28 a=15 b=26	finite:28	8
1955	linear/Z_m	m=28 a=16 b=6	finite:28	12
1956	linear/Z_m	m=28 a=17 b=9	finite:28	7
1957	linear/Z_m	m=28 a=17 b=26	finite:28	21
1958	linear/Z_m	m=28 a=18 b=3	finite:28	6
1959	linear/Z_m	m=28 a=18 b=11	finite:28	42
1960	linear/Z_m	m=28 a=18 b=15	finite:28	7
1961	linear/Z_m	m=28 a=18 b=19	finite:28	8
1962	linear/Z_m	m=28 a=18 b=20	finite:28	7
1963	linear/Z_m	m=28 a=18 b=25	finite:28	18
1964	linear/Z_m	m=28 a=19 b=2	finite:28	5
1965	linear/Z_m	m=28 a=19 b=10	finite:28	46
1966	linear/Z_m	m=28 a=19 b=11	finite:28	14
1967	linear/Z_m	m=28 a=19 b=18	finite:28	8
1968	linear/Z_m	m=28 a=19 b=26	finite:28	5
1969	linear/Z_m	m=28 a=20 b=2	finite:28	11
1970	linear/Z_m	m=28 a=20 b=10	finite:28	7
1971	linear/Z_m	m=28 a=20 b=18	finite:28	7
1972	linear/Z_m	m=28 a=21 b=2	finite:28	11
1973	linear/Z_m	m=28 a=21 b=9	finite:28	11
1974	linear/Z_m	m=28 a=21 b=11	finite:28	17
1975	linear/Z_m	m=28 a=22 b=3	finite:28	5
1976	linear/Z_m	m=28 a=22 b=11	finite:28	6
1977	linear/Z_m	m=28 a=22 b=23	finite:28	4
1978	linear/Z_m	m=28 a=23 b=3	finite:28	13
1979	linear/Z_m	m=28 a=23 b=6	finite:28	45
1980	linear/Z_m	m=28 a=23 b=10	finite:28	6
1981	linear/Z_m	m=28 a=23 b=13	finite:28	22
1982	linear/Z_m	m=28 a=23 b=22	finite:28	4
1983	linear/Z_m	m=28 a=23 b=26	finite:28	5
1984	linear/Z_m	m=28 a=24 b=6	finite:28	9
1985	linear/Z_m	m=28 a=24 b=26	finite:28	16
1986	linear/Z_m	m=28 a=25 b=5	finite:28	8
1987	linear/Z_m	m=28 a=25 b=11	finite:28	20
1988	linear/Z_m	m=28 a=25 b=18	finite:28	18
1989	linear/Z_m	m=28 a=25 b=25	finite:28	52
1990	linear/Z_m	m=28 a=25 b=26	finite:28	4
1991	linear/Z_m	m=28 a=26 b=3	finite:28	48
1992	linear/Z_m	m=28 a=26 b=9	finite:28	3
1993	linear/Z_m	m=28 a=26 b=11	finite:28	7
1994	linear/Z_m	m=28 a=26 b=15	finite:28	8
1995	linear/Z_m	m=28 a=26 b=17	finite:28	21
1996	linear/Z_m	m=28 a=26 b=23	finite:28	5
1997	linear/Z_m	m=28 a=26 b=24	finite:28	16
1998	linear/Z_m	m=28 a=26 b=25	finite:28	4
1999	linear/Z_m	m=28 a=27 b=9	finite:28	46
2000	linear/Z_m	m=29 a=2 b=4	finite:29	6
2001	linear/Z_m	m=29 a=2 b=6	finite:29	4
2002	linear/Z_m	m=29 a=2 b=22	finite:29	8
2003	linear/Z_m	m=29 a=3 b=27	finite:29	45
2004	linear/Z_m	m=29 a=4 b=2	finite:29	6
2005	linear/Z_m	m=29 a=4 b=11	finite:29	3
2006	linear/Z_m	m=29 a=4 b=15	finite:29	3
2007	linear/Z_m	m=29 a=4 b=26	finite:29	44
2008	linear/Z_m	m=29 a=5 b=14	finite:29	3
2009	linear/Z_m	m=29 a=5 b=17	finite:29	7
2010	linear/Z_m	m=29 a=5 b=25	finite:29	50
2011	linear/Z_m	m=29 a=6 b=2	finite:29	4
2012	linear/Z_m	m=29 a=6 b=10	finite:29	3
2013	linear/Z_m	m=29 a=6 b=17	finite:29	8
2014	linear/Z_m	m=29 a=6 b=27	finite:29	4
2015	linear/Z_m	m=29 a=7 b=16	finite:29	3
2016	linear/Z_m	m=29 a=7 b=23	finite:29	53
2017	linear/Z_m	m=29 a=8 b=22	finite:29	44
2018	linear/Z_m	m=29 a=9 b=11	finite:29	4
2019	linear/Z_m	m=29 a=9 b=21	finite:29	53
2020	linear/Z_m	m=29 a=10 b=24	finite:29	4
2021	linear/Z_m	m=29 a=11 b=9	finite:29	4
2022	linear/Z_m	m=29 a=11 b=14	finite:29	4
2023	linear/Z_m	m=29 a=11 b=19	finite:29	47
2024	linear/Z_m	m=29 a=12 b=19	finite:29	8
2025	linear/Z_m	m=29 a=12 b=26	finite:29	7
2026	linear/Z_m	m=29 a=14 b=5	finite:29	3
2027	linear/Z_m	m=29 a=14 b=11	finite:29	4
2028	linear/Z_m	m=29 a=14 b=16	finite:29	44
2029	linear/Z_m	m=29 a=14 b=18	finite:29	3
2030	linear/Z_m	m=29 a=14 b=26	finite:29	3
2031	linear/Z_m	m=29 a=15 b=4	finite:29	3
2032	linear/Z_m	m=29 a=16 b=7	finite:29	3
2033	linear/Z_m	m=29 a=16 b=14	finite:29	44
2034	linear/Z_m	m=29 a=17 b=6	finite:29	8
2035	linear/Z_m	m=29 a=18 b=14	finite:29	3
2036	linear/Z_m	m=29 a=19 b=11	finite:29	47
2037	linear/Z_m	m=29 a=19 b=12	finite:29	8
2038	linear/Z_m	m=29 a=20 b=25	finite:29	3
2039	linear/Z_m	m=29 a=20 b=27	finite:29	3
2040	linear/Z_m	m=29 a=21 b=9	finite:29	53
2041	linear/Z_m	m=29 a=21 b=27	finite:29	3
2042	linear/Z_m	m=29 a=22 b=2	finite:29	8
2043	linear/Z_m	m=29 a=22 b=8	finite:29	44
2044	linear/Z_m	m=29 a=23 b=7	finite:29	53
2045	linear/Z_m	m=29 a=24 b=10	finite:29	4
2046	linear/Z_m	m=29 a=25 b=5	finite:29	50
2047	linear/Z_m	m=29 a=25 b=20	finite:29	3
2048	linear/Z_m	m=29 a=26 b=4	finite:29	44
2049	linear/Z_m	m=29 a=26 b=14	finite:29	3
2050	linear/Z_m	m=29 a=27 b=3	finite:29	45
2051	linear/Z_m	m=29 a=27 b=6	finite:29	4
2052	linear/Z_m	m=29 a=27 b=20	finite:29	3
2053	linear/Z_m	m=29 a=27 b=21	finite:29	3
2054	linear/Z_m	m=30 a=1 b=2	finite:30	5
2055	linear/Z_m	m=30 a=1 b=3	finite:30	10
2056	linear/Z_m	m=30 a=1 b=27	finite:30	14
2057	linear/Z_m	m=30 a=2 b=1	finite:30	5
2058	linear/Z_m	m=30 a=2 b=3	finite:30	5
2059	linear/Z_m	m=30 a=2 b=4	finite:30	12
2060	linear/Z_m	m=30 a=2 b=5	finite:30	13
2061	linear/Z_m	m=30 a=2 b=7	finite:30	7
2062	linear/Z_m	m=30 a=2 b=8	finite:30	3
2063	linear/Z_m	m=30 a=2 b=9	finite:30	27
2064	linear/Z_m	m=30 a=2 b=11	finite:30	7
2065	linear/Z_m	m=30 a=2 b=13	finite:30	8
2066	linear/Z_m	m=30 a=2 b=17	finite:30	16
2067	linear/Z_m	m=30 a=2 b=19	finite:30	18
2068	linear/Z_m	m=30 a=2 b=23	finite:30	9
2069	linear/Z_m	m=30 a=2 b=24	finite:30	14
2070	linear/Z_m	m=30 a=2 b=25	finite:30	9
2071	linear/Z_m	m=30 a=2 b=27	finite:30	8
2072	linear/Z_m	m=30 a=3 b=1	finite:30	10
2073	linear/Z_m	m=30 a=3 b=2	finite:30	5
2074	linear/Z_m	m=30 a=3 b=3	finite:30	35
2075	linear/Z_m	m=30 a=3 b=4	finite:30	22
2076	linear/Z_m	m=30 a=3 b=8	finite:30	20
2077	linear/Z_m	m=30 a=3 b=12	finite:30	7
2078	linear/Z_m	m=30 a=3 b=13	finite:30	53
2079	linear/Z_m	m=30 a=3 b=16	finite:30	6
2080	linear/Z_m	m=30 a=3 b=17	finite:30	10
2081	linear/Z_m	m=30 a=3 b=18	finite:30	26
2082	linear/Z_m	m=30 a=3 b=22	finite:30	11
2083	linear/Z_m	m=30 a=3 b=23	finite:30	23
2084	linear/Z_m	m=30 a=3 b=24	finite:30	10
2085	linear/Z_m	m=30 a=3 b=25	finite:30	15
2086	linear/Z_m	m=30 a=3 b=28	finite:30	49
2087	linear/Z_m	m=30 a=4 b=2	finite:30	12
2088	linear/Z_m	m=30 a=4 b=3	finite:30	22
2089	linear/Z_m	m=30 a=4 b=5	finite:30	15
2090	linear/Z_m	m=30 a=4 b=6	finite:30	25
2091	linear/Z_m	m=30 a=4 b=7	finite:30	8
2092	linear/Z_m	m=30 a=4 b=9	finite:30	51
2093	linear/Z_m	m=30 a=4 b=11	finite:30	24
2094	linear/Z_m	m=30 a=4 b=17	finite:30	15
2095	linear/Z_m	m=30 a=4 b=21	finite:30	32
2096	linear/Z_m	m=30 a=4 b=22	finite:30	5
2097	linear/Z_m	m=30 a=4 b=23	finite:30	7
2098	linear/Z_m	m=30 a=4 b=24	finite:30	37
2099	linear/Z_m	m=30 a=4 b=27	finite:30	57
2100	linear/Z_m	m=30 a=5 b=2	finite:30	13
2101	linear/Z_m	m=30 a=5 b=4	finite:30	15
2102	linear/Z_m	m=30 a=5 b=5	finite:30	97
2103	linear/Z_m	m=30 a=5 b=9	finite:30	19
2104	linear/Z_m	m=30 a=5 b=10	finite:30	26
2105	linear/Z_m	m=30 a=5 b=11	finite:30	115
2106	linear/Z_m	m=30 a=5 b=14	finite:30	36
2107	linear/Z_m	m=30 a=5 b=15	finite:30	42
2108	linear/Z_m	m=30 a=5 b=16	finite:30	33
2109	linear/Z_m	m=30 a=5 b=20	finite:30	49
2110	linear/Z_m	m=30 a=5 b=21	finite:30	41
2111	linear/Z_m	m=30 a=5 b=26	finite:30	73
2112	linear/Z_m	m=30 a=6 b=4	finite:30	25
2113	linear/Z_m	m=30 a=6 b=10	finite:30	113
2114	linear/Z_m	m=30 a=6 b=14	finite:30	21
2115	linear/Z_m	m=30 a=6 b=20	finite:30	63
2116	linear/Z_m	m=30 a=7 b=2	finite:30	7
2117	linear/Z_m	m=30 a=7 b=8	finite:30	8
2118	linear/Z_m	m=30 a=7 b=9	finite:30	52
2119	linear/Z_m	m=30 a=7 b=14	finite:30	22
2120	linear/Z_m	m=30 a=7 b=19	finite:30	5
2121	linear/Z_m	m=30 a=7 b=21	finite:30	11
2122	linear/Z_m	m=30 a=7 b=29	finite:30	44
2123	linear/Z_m	m=30 a=8 b=2	finite:30	3
2124	linear/Z_m	m=30 a=8 b=3	finite:30	20
2125	linear/Z_m	m=30 a=8 b=9	finite:30	12
2126	linear/Z_m	m=30 a=8 b=11	finite:30	8
2127	linear/Z_m	m=30 a=8 b=13	finite:30	18
2128	linear/Z_m	m=30 a=8 b=17	finite:30	8
2129	linear/Z_m	m=30 a=8 b=18	finite:30	12
2130	linear/Z_m	m=30 a=8 b=19	finite:30	9
2131	linear/Z_m	m=30 a=8 b=23	finite:30	46
2132	linear/Z_m	m=30 a=8 b=27	finite:30	6
2133	linear/Z_m	m=30 a=8 b=28	finite:30	9
2134	linear/Z_m	m=30 a=8 b=29	finite:30	44
2135	linear/Z_m	m=30 a=9 b=2	finite:30	27
2136	linear/Z_m	m=30 a=9 b=7	finite:30	52
2137	linear/Z_m	m=30 a=9 b=8	finite:30	12
2138	linear/Z_m	m=30 a=9 b=14	finite:30	32
2139	linear/Z_m	m=30 a=9 b=17	finite:30	28
2140	linear/Z_m	m=30 a=9 b=23	finite:30	15
2141	linear/Z_m	m=30 a=9 b=27	finite:30	33
2142	linear/Z_m	m=30 a=10 b=5	finite:30	26
2143	linear/Z_m	m=30 a=11 b=2	finite:30	7
2144	linear/Z_m	m=30 a=11 b=4	finite:30	24
2145	linear/Z_m	m=30 a=11 b=5	finite:30	115
2146	linear/Z_m	m=30 a=11 b=8	finite:30	8
2147	linear/Z_m	m=30 a=11 b=14	finite:30	33
2148	linear/Z_m	m=30 a=11 b=17	finite:30	11
2149	linear/Z_m	m=30 a=12 b=3	finite:30	7
2150	linear/Z_m	m=30 a=12 b=14	finite:30	20
2151	linear/Z_m	m=30 a=13 b=3	finite:30	53
2152	linear/Z_m	m=30 a=13 b=8	finite:30	18
2153	linear/Z_m	m=30 a=13 b=21	finite:30	9
2154	linear/Z_m	m=30 a=13 b=23	finite:30	27
2155	linear/Z_m	m=30 a=13 b=28	finite:30	11
2156	linear/Z_m	m=30 a=14 b=5	finite:30	36
2157	linear/Z_m	m=30 a=14 b=6	finite:30	21
2158	linear/Z_m	m=30 a=14 b=7	finite:30	22
2159	linear/Z_m	m=30 a=14 b=9	finite:30	32
2160	linear/Z_m	m=30 a=14 b=11	finite:30	33
2161	linear/Z_m	m=30 a=14 b=12	finite:30	20
2162	linear/Z_m	m=30 a=14 b=17	finite:30	56
2163	linear/Z_m	m=30 a=14 b=20	finite:30	31
2164	linear/Z_m	m=30 a=14 b=21	finite:30	24
2165	linear/Z_m	m=30 a=14 b=22	finite:30	19
2166	linear/Z_m	m=30 a=14 b=23	finite:30	23
2167	linear/Z_m	m=30 a=14 b=24	finite:30	29
2168	linear/Z_m	m=30 a=14 b=26	finite:30	22
2169	linear/Z_m	m=30 a=14 b=27	finite:30	26
2170	linear/Z_m	m=30 a=15 b=5	finite:30	42
2171	linear/Z_m	m=30 a=15 b=21	finite:30	75
2172	linear/Z_m	m=30 a=16 b=3	finite:30	6
2173	linear/Z_m	m=30 a=16 b=5	finite:30	33
2174	linear/Z_m	m=30 a=16 b=9	finite:30	32
2175	linear/Z_m	m=30 a=16 b=17	finite:30	3
2176	linear/Z_m	m=30 a=16 b=20	finite:30	29
2177	linear/Z_m	m=30 a=16 b=21	finite:30	6
2178	linear/Z_m	m=30 a=16 b=25	finite:30	11
2179	linear/Z_m	m=30 a=16 b=27	finite:30	7
2180	linear/Z_m	m=30 a=17 b=2	finite:30	16
2181	linear/Z_m	m=30 a=17 b=3	finite:30	10
2182	linear/Z_m	m=30 a=17 b=4	finite:30	15
2183	linear/Z_m	m=30 a=17 b=8	finite:30	8
2184	linear/Z_m	m=30 a=17 b=9	finite:30	28
2185	linear/Z_m	m=30 a=17 b=11	finite:30	11
2186	linear/Z_m	m=30 a=17 b=14	finite:30	56
2187	linear/Z_m	m=30 a=17 b=16	finite:30	3
2188	linear/Z_m	m=30 a=17 b=19	finite:30	27
2189	linear/Z_m	m=30 a=17 b=22	finite:30	7
2190	linear/Z_m	m=30 a=17 b=23	finite:30	14
2191	linear/Z_m	m=30 a=17 b=26	finite:30	9
2192	linear/Z_m	m=30 a=17 b=27	finite:30	12
2193	linear/Z_m	m=30 a=17 b=28	finite:30	8
2194	linear/Z_m	m=30 a=17 b=29	finite:30	72
2195	linear/Z_m	m=30 a=18 b=3	finite:30	26
2196	linear/Z_m	m=30 a=18 b=8	finite:30	12
2197	linear/Z_m	m=30 a=18 b=22	finite:30	6
2198	linear/Z_m	m=30 a=19 b=2	finite:30	18
2199	linear/Z_m	m=30 a=19 b=8	finite:30	9
2200	linear/Z_m	m=30 a=19 b=17	finite:30	27
2201	linear/Z_m	m=30 a=19 b=27	finite:30	73
2202	linear/Z_m	m=30 a=20 b=5	finite:30	49
2203	linear/Z_m	m=30 a=20 b=6	finite:30	63
2204	linear/Z_m	m=30 a=20 b=14	finite:30	31
2205	linear/Z_m	m=30 a=20 b=16	finite:30	29
2206	linear/Z_m	m=30 a=20 b=24	finite:30	43
2207	linear/Z_m	m=30 a=21 b=5	finite:30	41
2208	linear/Z_m	m=30 a=21 b=7	finite:30	11
2209	linear/Z_m	m=30 a=21 b=13	finite:30	9
2210	linear/Z_m	m=30 a=21 b=14	finite:30	24
2211	linear/Z_m	m=30 a=21 b=15	finite:30	75
2212	linear/Z_m	m=30 a=21 b=25	finite:30	89
2213	linear/Z_m	m=30 a=22 b=3	finite:30	11
2214	linear/Z_m	m=30 a=22 b=9	finite:30	57
2215	linear/Z_m	m=30 a=22 b=14	finite:30	19
2216	linear/Z_m	m=30 a=22 b=17	finite:30	7
2217	linear/Z_m	m=30 a=22 b=18	finite:30	6
2218	linear/Z_m	m=30 a=22 b=21	finite:30	7
2219	linear/Z_m	m=30 a=22 b=23	finite:30	9
2220	linear/Z_m	m=30 a=22 b=24	finite:30	25
2221	linear/Z_m	m=30 a=22 b=27	finite:30	22
2222	linear/Z_m	m=30 a=22 b=29	finite:30	46
2223	linear/Z_m	m=30 a=23 b=2	finite:30	9
2224	linear/Z_m	m=30 a=23 b=3	finite:30	23
2225	linear/Z_m	m=30 a=23 b=4	finite:30	7
2226	linear/Z_m	m=30 a=23 b=8	finite:30	46
2227	linear/Z_m	m=30 a=23 b=9	finite:30	15
2228	linear/Z_m	m=30 a=23 b=13	finite:30	27
2229	linear/Z_m	m=30 a=23 b=14	finite:30	23
2230	linear/Z_m	m=30 a=23 b=22	finite:30	9
2231	linear/Z_m	m=30 a=23 b=23	finite:30	59
2232	linear/Z_m	m=30 a=23 b=26	finite:30	8
2233	linear/Z_m	m=30 a=23 b=28	finite:30	19
2234	linear/Z_m	m=30 a=23 b=29	finite:30	45
2235	linear/Z_m	m=30 a=24 b=2	finite:30	14
2236	linear/Z_m	m=30 a=24 b=3	finite:30	10
2237	linear/Z_m	m=30 a=24 b=4	finite:30	37
2238	linear/Z_m	m=30 a=24 b=14	finite:30	29
2239	linear/Z_m	m=30 a=24 b=22	finite:30	25
2240	linear/Z_m	m=30 a=25 b=2	finite:30	9
2241	linear/Z_m	m=30 a=25 b=3	finite:30	15
2242	linear/Z_m	m=30 a=26 b=14	finite:30	22
2243	linear/Z_m	m=30 a=26 b=17	finite:30	9
2244	linear/Z_m	m=30 a=26 b=23	finite:30	8
2245	linear/Z_m	m=30 a=26 b=29	finite:30	45
2246	linear/Z_m	m=30 a=27 b=1	finite:30	14
2247	linear/Z_m	m=30 a=27 b=2	finite:30	8
2248	linear/Z_m	m=30 a=27 b=8	finite:30	6
2249	linear/Z_m	m=30 a=27 b=9	finite:30	33
2250	linear/Z_m	m=30 a=27 b=14	finite:30	26
2251	linear/Z_m	m=30 a=27 b=17	finite:30	12
2252	linear/Z_m	m=30 a=27 b=19	finite:30	73
2253	linear/Z_m	m=30 a=28 b=8	finite:30	9
2254	linear/Z_m	m=30 a=28 b=13	finite:30	11
2255	linear/Z_m	m=30 a=28 b=17	finite:30	8
2256	linear/Z_m	m=30 a=28 b=23	finite:30	19
2257	linear/Z_m	m=30 a=29 b=7	finite:30	44
2258	linear/Z_m	m=30 a=29 b=8	finite:30	44
2259	linear/Z_m	m=30 a=29 b=17	finite:30	72
2260	linear/Z_m	m=30 a=29 b=22	finite:30	46
2261	linear/Z_m	m=30 a=29 b=23	finite:30	45
2262	linear/Z_m	m=30 a=29 b=26	finite:30	45
2263	linear/Z_m	m=31 a=2 b=6	finite:31	3
2264	linear/Z_m	m=31 a=2 b=9	finite:31	3
2265	linear/Z_m	m=31 a=2 b=22	finite:31	3
2266	linear/Z_m	m=31 a=3 b=29	finite:31	47
2267	linear/Z_m	m=31 a=4 b=28	finite:31	44
2268	linear/Z_m	m=31 a=5 b=10	finite:31	4
2269	linear/Z_m	m=31 a=5 b=13	finite:31	5
2270	linear/Z_m	m=31 a=5 b=14	finite:31	4
2271	linear/Z_m	m=31 a=5 b=27	finite:31	52
2272	linear/Z_m	m=31 a=6 b=2	finite:31	3
2273	linear/Z_m	m=31 a=6 b=14	finite:31	3
2274	linear/Z_m	m=31 a=7 b=25	finite:31	52
2275	linear/Z_m	m=31 a=8 b=20	finite:31	3
2276	linear/Z_m	m=31 a=8 b=24	finite:31	46
2277	linear/Z_m	m=31 a=9 b=2	finite:31	3
2278	linear/Z_m	m=31 a=9 b=14	finite:31	5
2279	linear/Z_m	m=31 a=9 b=23	finite:31	43
2280	linear/Z_m	m=31 a=10 b=5	finite:31	4
2281	linear/Z_m	m=31 a=10 b=26	finite:31	4
2282	linear/Z_m	m=31 a=11 b=21	finite:31	46
2283	linear/Z_m	m=31 a=11 b=27	finite:31	4
2284	linear/Z_m	m=31 a=12 b=20	finite:31	50
2285	linear/Z_m	m=31 a=13 b=5	finite:31	5
2286	linear/Z_m	m=31 a=13 b=14	finite:31	5
2287	linear/Z_m	m=31 a=14 b=5	finite:31	4
2288	linear/Z_m	m=31 a=14 b=6	finite:31	3
2289	linear/Z_m	m=31 a=14 b=8	finite:31	3
2290	linear/Z_m	m=31 a=14 b=9	finite:31	5
2291	linear/Z_m	m=31 a=14 b=13	finite:31	5
2292	linear/Z_m	m=31 a=14 b=18	finite:31	51
2293	linear/Z_m	m=31 a=14 b=26	finite:31	3
2294	linear/Z_m	m=31 a=15 b=17	finite:31	44
2295	linear/Z_m	m=31 a=17 b=15	finite:31	44
2296	linear/Z_m	m=31 a=18 b=14	finite:31	51
2297	linear/Z_m	m=31 a=19 b=24	finite:31	8
2298	linear/Z_m	m=31 a=20 b=8	finite:31	3
2299	linear/Z_m	m=31 a=20 b=12	finite:31	50
2300	linear/Z_m	m=31 a=21 b=11	finite:31	46
2301	linear/Z_m	m=31 a=23 b=9	finite:31	43
2302	linear/Z_m	m=31 a=23 b=25	finite:31	5
2303	linear/Z_m	m=31 a=24 b=8	finite:31	46
2304	linear/Z_m	m=31 a=24 b=19	finite:31	8
2305	linear/Z_m	m=31 a=25 b=7	finite:31	52
2306	linear/Z_m	m=31 a=25 b=23	finite:31	5
2307	linear/Z_m	m=31 a=26 b=10	finite:31	4
2308	linear/Z_m	m=31 a=26 b=14	finite:31	3
2309	linear/Z_m	m=31 a=27 b=5	finite:31	52
2310	linear/Z_m	m=31 a=27 b=11	finite:31	4
2311	linear/Z_m	m=31 a=28 b=4	finite:31	44
2312	linear/Z_m	m=31 a=29 b=3	finite:31	47
2313	linear/Z_m	m=32 a=2 b=3	finite:32	4
2314	linear/Z_m	m=32 a=3 b=2	finite:32	4
2315	linear/Z_m	m=32 a=3 b=4	finite:32	9
2316	linear/Z_m	m=32 a=3 b=5	finite:32	5
2317	linear/Z_m	m=32 a=3 b=6	finite:32	10
2318	linear/Z_m	m=32 a=3 b=7	finite:32	3
2319	linear/Z_m	m=32 a=3 b=12	finite:32	9
2320	linear/Z_m	m=32 a=3 b=13	finite:32	2
2321	linear/Z_m	m=32 a=3 b=14	finite:32	19
2322	linear/Z_m	m=32 a=3 b=19	finite:32	3
2323	linear/Z_m	m=32 a=3 b=27	finite:32	9
2324	linear/Z_m	m=32 a=3 b=30	finite:32	43
2325	linear/Z_m	m=32 a=4 b=3	finite:32	9
2326	linear/Z_m	m=32 a=4 b=5	finite:32	14
2327	linear/Z_m	m=32 a=4 b=7	finite:32	16
2328	linear/Z_m	m=32 a=4 b=11	finite:32	9
2329	linear/Z_m	m=32 a=4 b=12	finite:32	9
2330	linear/Z_m	m=32 a=4 b=13	finite:32	30
2331	linear/Z_m	m=32 a=4 b=29	finite:32	75
2332	linear/Z_m	m=32 a=5 b=4	finite:32	14
2333	linear/Z_m	m=32 a=5 b=11	finite:32	2
2334	linear/Z_m	m=32 a=5 b=12	finite:32	30
2335	linear/Z_m	m=32 a=5 b=28	finite:32	75
2336	linear/Z_m	m=32 a=6 b=3	finite:32	10
2337	linear/Z_m	m=32 a=6 b=11	finite:32	19
2338	linear/Z_m	m=32 a=6 b=27	finite:32	43
2339	linear/Z_m	m=32 a=7 b=4	finite:32	16
2340	linear/Z_m	m=32 a=7 b=10	finite:32	26
2341	linear/Z_m	m=32 a=7 b=26	finite:32	56
2342	linear/Z_m	m=32 a=9 b=13	finite:32	5
2343	linear/Z_m	m=32 a=10 b=7	finite:32	26
2344	linear/Z_m	m=32 a=10 b=23	finite:32	56
2345	linear/Z_m	m=32 a=11 b=6	finite:32	19
2346	linear/Z_m	m=32 a=11 b=22	finite:32	43
2347	linear/Z_m	m=32 a=13 b=9	finite:32	5
2348	linear/Z_m	m=32 a=14 b=3	finite:32	19
2349	linear/Z_m	m=32 a=14 b=19	finite:32	43
2350	linear/Z_m	m=32 a=17 b=29	finite:32	3
2351	linear/Z_m	m=32 a=29 b=17	finite:32	3
2352	affine/Z_m	m=3 a=2 b=2 c=1	finite:3	313
2353	affine/Z_m	m=4 a=1 b=2 c=1	finite:4	77
2354	affine/Z_m	m=4 a=2 b=1 c=1	finite:4	77
2355	affine/Z_m	m=4 a=2 b=3 c=1	finite:4	95
2356	affine/Z_m	m=4 a=3 b=2 c=1	finite:4	95
2357	affine/Z_m	m=5 a=2 b=4 c=1	finite:5	81
2358	affine/Z_m	m=5 a=3 b=3 c=1	finite:5	89
2359	affine/Z_m	m=5 a=4 b=2 c=1	finite:5	81
